12, Touch, 998.95935, 605.9839
1785, Drop, 18
2940, Touch, 1056.9525, 286.01807
3349, Fight, 330
3507, Touch, 1048.9581, 316.01074
3509, Touch, 1040.9637, 346.9922
7585, Touch, 1185.9467, 751.0034
10870, Touch, 1087.9138, 610.99365
14217, Touch, 1103.9026, 625.0012
14228, Fight, 340
18519, Touch, 1051.9391, 393.9917
18521, Touch, 1045.9094, 408.98804
18618, Drop, 19
21927, Touch, 1067.9279, 912.9968
31537, Touch, 883.9215, 770.97656
31827, Touch, 902.959, 724.9988
31897, Drop, 20
36903, Touch, 962.9169, 804.99023
36903, Touch, 967.9303, 760.99
36904, Touch, 973.95996, 716.98975
36905, Touch, 978.90564, 674.0112
41767, Touch, 1004.92126, 705.98145
41767, Touch, 1004.92126, 675.0
41769, Touch, 1004.92126, 645.9961
41771, Touch, 1003.905, 616.9922
41833, Fight, 350
45535, Touch, 1488.9203, 642.9968
46230, Touch, 1418.9355, 622.00195
46284, Touch, 1349.8993, 602.9846
46562, Drop, 21
46594, Touch, 1279.9146, 581.98975
50928, Touch, 1310.9436, 651.00586
50930, Touch, 1239.9426, 616.9922
51176, Touch, 1166.9092, 581.98975
51319, Drop, 22
55524, Touch, 1256.9476, 337.0056
56650, Touch, 1221.9214, 360.011
56656, Touch, 1184.9304, 384.00513
56659, Touch, 1146.9232, 407.0105
59943, Touch, 1150.9204, 542.99927
59987, Fight, 360
66029, Touch, 1177.9523, 299.0039
66033, Touch, 1137.9126, 345.01465
66033, Touch, 1095.9082, 390.99243
66034, Touch, 1054.92, 437.99194
71130, Touch, 1370.9015, 208.00415
71135, Touch, 1316.9055, 249.9939
71200, Drop, 23
71671, Touch, 1265.9583, 292.0166
71671, Touch, 1211.9623, 333.01758
71687, Drop, 24
75236, Touch, 1193.941, 410.00977
79011, Touch, 1142.926, 516.9946
79071, Fight, 370
83631, Touch, 1284.928, 569.0039
84149, Drop, 25
84884, Touch, 1244.956, 558.9844
84885, Touch, 1203.9001, 548.9978
84887, Touch, 1163.9282, 537.9895
84986, Fight, 380
89531, Touch, 1067.9279, 912.9968
90564, Touch, 1058.9172, 854.989
90566, Touch, 1048.9581, 795.00366
90566, Touch, 1038.9313, 734.98535
101616, Touch, 1038.9313, 734.98535
108311, Touch, 1038.9313, 734.98535
113566, Touch, 1067.9279, 912.9968
114112, Touch, 1058.9172, 854.989
114117, Touch, 1048.9581, 795.00366
114500, Touch, 1038.9313, 734.98535
122971, Touch, 189.96826, 480.01465
126348, Touch, 1038.9313, 734.98535
129172, Touch, 805.9424, 642.9968
129173, Touch, 833.9227, 622.00195
129237, Drop, 26
129553, Fight, 390
133560, Touch, 16.937256, 290.99487
133567, Touch, 311.98425, 352.00195
133801, Touch, 606.9635, 415.01953
133900, Drop, 27
134281, Fight, 400
134282, Fight, 410
140080, Touch, 637.9248, 446.00098
140081, Touch, 689.95605, 454.01
140082, Touch, 741.91956, 461.98608
140085, Touch, 792.9346, 468.01758
145421, Touch, 820.9149, 498.99902
145421, Touch, 846.93054, 498.99902
145422, Touch, 872.94617, 498.99902
145423, Touch, 897.94556, 498.99902
148380, Touch, 822.9474, 543.98804
148412, Fight, 420
152742, Touch, 977.95715, 721.01074
152746, Touch, 983.91907, 669.99023
152892, Drop, 28
157411, Touch, 1463.9209, 507.00806
157412, Touch, 1357.8937, 505.98633
157844, Drop, 29
161612, Touch, 1067.9279, 912.9968
161613, Touch, 1058.9172, 854.989
165800, Touch, 1058.9172, 854.989
176560, Touch, 1431.9434, 669.99023
178081, Touch, 1698.9423, 325.9973
181773, Touch, 1643.93, 199.99512
187944, Touch, 910.95337, 439.01367
187948, Touch, 927.9584, 449.00024
187950, Touch, 941.9147, 458.98682
187963, Fight, 430
189842, Touch, 791.91833, 278.00903
192036, Touch, 1067.9279, 912.9968
192268, Touch, 1058.9172, 854.989
195655, Touch, 615.9741, 239.01855
195663, Touch, 670.9186, 275.99854
195665, Touch, 724.91455, 313.01147
195677, Touch, 621.93604, 193.99658
198034, Touch, 1161.9635, 223.00049
199424, Touch, 834.93896, 177.0227
199670, Drop, 30
205243, Touch, 965.9656, 818.9978
205247, Touch, 970.91125, 774.0088
205756, Touch, 975.9247, 728.9868
205761, Touch, 980.9381, 681.9873
205924, Drop, 31
206278, Drop, 32
208251, Touch, 1109.9323, 645.9961
208349, Fight, 440
213281, Touch, 736.9739, 530.0134
213298, Touch, 773.96484, 525.00366
213300, Touch, 812.92053, 522.0044
213566, Fight, 450
213649, Fight, 460
216346, Touch, 982.90283, 372.99683
216395, Drop, 33
216633, Drop, 34
216721, Drop, 35
223334, Touch, 319.97864, 313.01147
224604, Drop, 36
229480, Touch, 595.9204, 802.97974
229483, Touch, 689.95605, 733.9966
229485, Touch, 781.9592, 661.9812
229752, Drop, 37
232171, Touch, 917.9315, 651.00586
232248, Fight, 470
235511, Touch, 576.9507, 918.99536
236701, Drop, 38
239359, Touch, 982.90283, 922.9834
239571, Touch, 986.9678, 825.9851
240028, Fight, 480
246649, Touch, 1232.8967, 210.01465
246652, Touch, 1200.9192, 252.0044
246684, Touch, 1166.9092, 292.0166
255055, Touch, 1271.9202, 272.99927
255060, Touch, 1210.946, 325.9973
255603, Touch, 1146.9232, 378.0066
255605, Touch, 1083.9166, 430.01587
258786, Touch, 1096.9244, 627.0117
258836, Drop, 39
263852, Touch, 1038.9313, 734.98535
264024, Fight, 490
265757, Touch, 437.9297, 24.0271
266313, Touch, 568.9563, 134.01123
267400, Touch, 697.95044, 242.01782
267536, Fight, 500
271254, Touch, 1352.948, 357.01172
275088, Touch, 1256.9476, 465.0183
275323, Fight, 510
280329, Touch, 1478.8934, 460.00854
280355, Touch, 1368.9368, 469.99512
