280476, Touch, 1256.9476, 478.00415
280774, Fight, 520
284947, Touch, 1067.9279, 758.9795
286056, Touch, 1058.9172, 721.9995
286065, Touch, 1048.9581, 684.9866
286134, Touch, 1038.9313, 648.0066
286259, Fight, 530
289949, Touch, 1185.9467, 498.99902
291050, Touch, 1158.9148, 498.99902
291056, Touch, 1132.8992, 498.99902
291074, Touch, 1106.9513, 498.99902
294881, Touch, 1612.901, 243.99536
294882, Touch, 1525.9113, 281.0083
299888, Touch, 1284.928, 418.0188
299892, Touch, 1244.956, 430.01587
305158, Touch, 1142.926, 493.98926
305162, Touch, 1122.9401, 493.98926
305163, Touch, 1101.9379, 495.99976
305256, Drop, 40
309567, Touch, 2047.9175, 405.0
310009, Touch, 1806.9342, 428.00537
310010, Touch, 1564.9347, 449.00024
310055, Drop, 41
314853, Touch, 1276.9336, 536.01196
315347, Touch, 1213.927, 528.0029
315689, Drop, 42
316003, Touch, 1148.9557, 518.01636
316005, Touch, 1085.9491, 510.00732
320155, Touch, 1114.9457, 751.0034
320187, Touch, 1098.9569, 716.001
320432, Touch, 1082.9004, 680.00977
323857, Touch, 910.95337, 945.0
324674, Touch, 931.95557, 842.99194
324676, Touch, 951.9415, 739.9951
324865, Fight, 540
328454, Touch, 919.964, 956.9971
329165, Fight, 550
330030, Touch, 938.9337, 851.98975
330032, Touch, 956.95496, 745.0049
330033, Touch, 975.9247, 639.99756
332661, Touch, 1174.9036, 307.01294
336605, Touch, 1158.9148, 422.9956
336722, Fight, 560
341004, Touch, 982.90283, 122.01416
341005, Touch, 986.9678, 210.01465
341358, Fight, 570
346752, Touch, 1164.9445, 449.00024
346760, Touch, 1142.926, 454.99878
347228, Touch, 1117.9266, 463.99658
347229, Touch, 1095.9082, 469.99512
350126, Touch, 1163.9282, 561.98364
350226, Fight, 580
357350, Touch, 1345.9021, 855.9778
357352, Touch, 1266.9067, 774.0088
357353, Touch, 1185.9467, 690.9851
361848, Touch, 1092.9272, 595.9973
362315, Touch, 1079.9194, 581.98975
362316, Touch, 1066.9116, 569.0039
365439, Touch, 1101.9379, 607.0056
365448, Drop, 43
369480, Touch, 1067.9279, 912.9968
369742, Touch, 1058.9172, 854.989
372252, Touch, 1067.9279, 912.9968
372253, Touch, 1058.9172, 854.989
378539, Touch, 1038.9313, 734.98535
385009, Touch, 1038.9313, 734.98535
391263, Touch, 1038.9313, 734.98535
409231, Touch, 1038.9313, 734.98535
409797, Touch, 1391.9037, 223.00049
410986, Touch, 461.9806, 325.9973
412710, Touch, 796.93176, 137.0105
413776, Fight, 590
414026, Drop, 44
418447, Touch, 1038.9313, 734.98535
421577, Touch, 1067.9279, 912.9968
421578, Touch, 1058.9172, 854.989
428796, Touch, 1058.9172, 854.989
436469, Touch, 1339.9402, 555.9851
436664, Touch, 1666.897, 555.9851
447847, Touch, 2042.904, 118.02612
