12, Touch, 1158.9148, 287.00684
10997, Touch, 1127.9535, 378.0066
11367, Touch, 1106.9513, 399.00146
11368, Touch, 1085.9491, 418.0188
14955, Touch, 1185.9467, 457.00928
15080, Fight, 10
19592, Touch, 1030.9369, 774.0088
19593, Touch, 1025.9235, 733.9966
23440, Touch, 1038.9313, 645.9961
24633, Touch, 1032.9016, 625.0012
24634, Touch, 1027.9559, 604.00635
24634, Touch, 1022.9425, 583.0115
27255, Touch, 1090.9625, 611.9824
27293, Fight, 20
32017, Touch, 1143.9423, 171.02417
32577, Touch, 1111.9647, 246.99463
32580, Touch, 1077.9547, 321.0205
32828, Drop, 1
32988, Fight, 30
37751, Touch, 1292.9224, 461.98608
37755, Touch, 1250.918, 466.99585
38405, Touch, 1210.946, 472.9944
38407, Touch, 1168.9417, 478.00415
43891, Touch, 1184.9304, 577.01294
44112, Fight, 40
56187, Touch, 1790.8777, 619.99146
58094, Fight, 50
64048, Touch, 1415.9546, 572.99194
64052, Touch, 1345.9021, 560.9949
64343, Fight, 60
68933, Touch, 1402.9468, 627.0117
70042, Touch, 1310.9436, 598.0078
70045, Touch, 1216.908, 566.9934
70048, Touch, 1124.9048, 537.9895
70064, Fight, 70
73798, Touch, 1059.9335, 763.0005
73799, Touch, 1046.9257, 702.9822
73979, Drop, 2
77493, Touch, 1507.89, 993.97705
77741, Touch, 1391.9037, 880.99365
78322, Fight, 80
81629, Touch, 1067.9279, 912.9968
81631, Touch, 1058.9172, 854.989
81911, Drop, 3
82068, Drop, 4
83936, Touch, 1067.9279, 912.9968
84068, Touch, 1058.9172, 854.989
84672, Fight, 90
87495, Touch, 1064.9469, 878.98315
88243, Touch, 1049.9066, 792.0044
88250, Touch, 1035.9503, 702.9822
88289, Fight, 100
88411, Touch, 1020.91003, 614.9817
90874, Touch, 466.92627, 645.9961
91536, Fight, 110
96745, Touch, 317.94617, 699.9829
96746, Touch, 475.9369, 654.0051
96748, Touch, 632.9791, 607.0056
96750, Touch, 791.91833, 560.9949
101524, Touch, 28.996582, 345.01465
101526, Touch, 252.97485, 381.00586
101528, Touch, 475.9369, 415.01953
101581, Drop, 5
106621, Touch, 868.949, 501.9983
106624, Touch, 886.9702, 501.00952
106626, Touch, 906.9562, 501.00952
106660, Fight, 120
111781, Touch, 750.9302, 881.9824
112448, Touch, 809.9396, 795.00366
112449, Touch, 865.968, 705.98145
112674, Touch, 923.9612, 616.9922
115252, Touch, 1037.915, 645.9961
115281, Fight, 130
115365, Drop, 6
119938, Touch, 456.96716, 454.01
119941, Touch, 582.98035, 465.0183
120185, Touch, 707.9773, 475.00488
120617, Drop, 7
123535, Touch, 1227.951, 390.99243
123824, Drop, 8
124363, Touch, 1176.936, 416.99707
128945, Touch, 775.92957, 328.0078
129563, Touch, 807.97485, 352.00195
129564, Touch, 839.9524, 375.9961
133126, Touch, 880.94055, 430.01587
133194, Drop, 9
136738, Touch, 189.96826, 189.01978
137151, Drop, 10
137853, Fight, 140
148908, Touch, 1087.9138, 225.99976
153088, Touch, 1095.9082, 408.98804
153165, Fight, 150
157499, Touch, 1087.9138, 631.9885
157781, Touch, 1074.906, 611.9824
160882, Touch, 1100.9216, 625.0012
160986, Fight, 160
165740, Touch, 1302.9492, 349.99146
165743, Touch, 1260.9448, 371.0193
165929, Touch, 1216.908, 392.01416
165981, Drop, 11
169513, Touch, 1305.9302, 433.01514
169833, Fight, 170
169910, Fight, 180
175585, Touch, 1310.9436, 446.00098
175587, Touch, 1265.9583, 451.9995
175590, Touch, 1221.9214, 460.00854
175592, Touch, 1177.9523, 468.01758
175884, Fight, 190
180352, Touch, 1279.9146, 551.0083
180353, Touch, 1216.908, 540.0
180354, Touch, 1151.9366, 527.01416
183676, Touch, 1274.9011, 645.9961
183734, Fight, 200
183985, Fight, 210
188643, Touch, 1418.9355, 468.01758
189091, Touch, 1358.9099, 472.9944
189093, Touch, 1298.952, 478.00415
193743, Touch, 1216.908, 516.9946
194444, Touch, 1185.9467, 513.99536
194729, Touch, 1155.9338, 511.98486
194729, Touch, 1124.9048, 508.9856
194789, Fight, 220
199643, Touch, 1189.9438, 739.9951
199662, Touch, 1163.9282, 705.98145
200320, Touch, 1135.9479, 672.00073
200321, Touch, 1108.916, 636.9983
200459, Drop, 12
203745, Touch, 1790.8777, 1033.9893
203749, Touch, 1609.92, 910.9863
204001, Fight, 230
204182, Fight, 240
204601, Fight, 250
204850, Fight, 260
208846, Touch, 1197.9382, 161.00464
208859, Touch, 1168.9417, 210.01465
209396, Touch, 1140.9613, 258.00293
209397, Touch, 1113.9294, 305.00244
209517, Drop, 13
212849, Touch, 1184.9304, 410.00977
213092, Fight, 270
221937, Touch, 1067.9279, 912.9968
221942, Touch, 1058.9172, 854.989
221954, Touch, 1048.9581, 795.00366
221959, Touch, 1038.9313, 734.98535
231596, Touch, 1038.9313, 734.98535
235048, Touch, 1067.9279, 912.9968
235055, Touch, 1058.9172, 854.989
235355, Touch, 1048.9581, 795.00366
237989, Touch, 862.9193, 731.9861
239414, Touch, 881.9568, 699.9829
239414, Touch, 902.959, 666.0022
239415, Touch, 922.94495, 631.9885
241806, Touch, 1046.9257, 239.01855
242818, Drop, 14
246458, Touch, 673.9673, 637.98706
246657, Touch, 720.91736, 616.9922
251510, Touch, 408.9331, 572.99194
251511, Touch, 492.9419, 561.98364
251512, Touch, 577.9669, 551.9971
256543, Touch, 752.96265, 564.9829
256543, Touch, 788.9374, 555.9851
256544, Touch, 823.9636, 545.99854
259385, Touch, 870.9137, 613.9929
259446, Fight, 280
263546, Touch, 694.9695, 830.9949
263547, Touch, 765.97046, 754.99146
263918, Fight, 290
267240, Touch, 637.9248, 242.01782
267750, Touch, 689.95605, 278.9978
267756, Touch, 741.91956, 316.01074
268023, Drop, 15
268364, Fight, 300
272991, Touch, 500.93628, 658.98193
273701, Touch, 571.93726, 636.9983
273714, Touch, 644.9707, 613.9929
273832, Touch, 715.9717, 589.9988
274093, Drop, 16
278662, Touch, 799.9127, 666.99097
278665, Touch, 846.93054, 628.0005
278684, Touch, 891.9159, 589.9988
278790, Fight, 310
285741, Touch, 1358.9099, 40.012207
286445, Touch, 1276.9336, 146.99707
286458, Touch, 1193.941, 252.0044
286764, Touch, 1111.9647, 357.01172
290065, Touch, 1100.9216, 564.9829
290094, Drop, 17
294949, Touch, 1412.9059, 160.01587
295422, Touch, 1318.938, 239.01855
295424, Touch, 1222.9376, 316.01074
295918, Fight, 320
300550, Touch, 1856.933, 278.00903
300555, Touch, 1599.8932, 343.99292
